filepaths,users,genders,words,f0_prob,f0_std,f0_mean
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F002_006.wav,F002,F,escola,"[[232.90450925]
 [238.3483941 ]
 [208.69633116]
 [209.90529671]
 [211.12126572]
 [230.2293728 ]
 [238.3483941 ]
 [243.91952372]
 [241.11786904]]",228.29,13.55
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F002_007.wav,F002,F,escola,"[[239.7291323 ]
 [273.79040822]
 [283.44560611]
 [283.44560611]]",270.1,17.97
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F002_008.wav,F002,F,escola,"[[239.7291323 ]
 [224.97092666]
 [226.27416998]]",230.32,6.67
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F002_009.wav,F002,F,escola,"[[249.62087232]
 [258.42373338]
 [181.68070865]
 [216.05599139]
 [223.67518947]
 [226.27416998]]",225.96,24.76
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F002_010.wav,F002,F,escola,"[[246.75373207]
 [208.69633116]
 [209.90529671]
 [209.90529671]
 [213.57437667]]",217.77,14.59
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_001.wav,F003,F,escola,"[[216.05599139]
 [218.56644108]
 [281.81307955]
 [283.44560611]
 [291.75119634]]",258.33,33.67
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_002.wav,F003,F,escola,"[[209.90529671]
 [211.12126572]
 [212.34427877]
 [264.46410181]
 [267.53702665]
 [272.2134915 ]]",239.6,28.57
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_003.wav,F003,F,escola,"[[238.3483941 ]
 [208.69633116]
 [208.69633116]
 [251.06691133]
 [259.92076683]
 [264.46410181]
 [273.79040822]]",243.57,24.3
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_004.wav,F003,F,escola,"[[212.34427877]
 [212.34427877]
 [213.57437667]
 [216.05599139]
 [256.9353222 ]
 [262.94090067]
 [267.53702665]]",234.53,24.39
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_005.wav,F003,F,escola,"[[208.69633116]
 [209.90529671]
 [212.34427877]
 [214.81160044]
 [230.2293728 ]
 [235.6107293 ]
 [243.91952372]
 [252.52132715]
 [258.42373338]
 [267.53702665]
 [269.08685288]]",236.64,22.14
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_006.wav,F003,F,escola,"[[207.49432874]
 [207.49432874]
 [209.90529671]
 [230.2293728 ]
 [235.6107293 ]
 [243.91952372]
 [249.62087232]
 [255.45548363]
 [261.42647252]
 [265.99612677]]",236.72,21.23
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_007.wav,F003,F,escola,"[[205.11105311]
 [205.11105311]
 [206.29924935]
 [208.69633116]
 [234.25371135]
 [241.11786904]
 [246.75373207]
 [252.52132715]
 [258.42373338]
 [262.94090067]]",232.12,22.43
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_008.wav,F003,F,escola,"[[209.90529671]
 [211.12126572]
 [212.34427877]
 [246.75373207]
 [253.98416831]
 [261.42647252]
 [267.53702665]
 [275.37645992]]",242.31,25.43
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_009.wav,F003,F,escola,"[[211.12126572]
 [211.12126572]
 [270.64565716]
 [272.2134915 ]
 [278.57618025]]",248.74,30.83
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F003_010.wav,F003,F,escola,"[[190.2731384 ]
 [189.17724576]
 [191.37537948]
 [195.84856693]
 [200.42631018]
 [206.29924935]
 [214.81160044]]",198.32,8.81
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_001.wav,F004,F,escola,"[[223.67518947]
 [222.38691517]
 [216.05599139]
 [214.81160044]
 [214.81160044]
 [216.05599139]
 [245.33253515]
 [252.52132715]
 [261.42647252]]",229.68,17.25
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_002.wav,F004,F,escola,"[[230.2293728 ]
 [234.25371135]
 [241.11786904]
 [248.18316189]
 [256.9353222 ]]",242.14,9.6
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_003.wav,F004,F,escola,"[[223.67518947]
 [214.81160044]
 [213.57437667]
 [216.05599139]
 [255.45548363]
 [264.46410181]
 [267.53702665]]",236.51,22.94
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_004.wav,F004,F,escola,"[[224.97092666]
 [207.49432874]
 [207.49432874]
 [208.69633116]
 [258.42373338]
 [267.53702665]]",229.1,24.85
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_005.wav,F004,F,escola,"[[222.38691517]
 [227.58496291]
 [206.29924935]
 [205.11105311]
 [252.52132715]
 [261.42647252]
 [267.53702665]]",234.7,23.89
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_006.wav,F004,F,escola,"[[224.97092666]
 [224.97092666]
 [203.92970037]
 [205.11105311]
 [255.45548363]
 [264.46410181]
 [270.64565716]]",235.65,25.67
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_007.wav,F004,F,escola,"[[203.92970037]
 [205.11105311]
 [207.49432874]
 [249.62087232]
 [258.42373338]
 [267.53702665]]",232.02,27.03
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_008.wav,F004,F,escola,"[[230.2293728 ]
 [230.2293728 ]
 [209.90529671]
 [211.12126572]
 [212.34427877]
 [259.92076683]
 [269.08685288]]",231.83,22.27
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_009.wav,F004,F,escola,"[[226.27416998]
 [227.58496291]
 [207.49432874]
 [209.90529671]
 [213.57437667]
 [253.98416831]
 [259.92076683]]",228.39,19.46
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F004_010.wav,F004,F,escola,"[[234.25371135]
 [192.48400577]
 [191.37537948]
 [191.37537948]
 [191.37537948]
 [192.48400577]
 [193.59905428]
 [198.12421766]]",198.13,13.81
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_001.wav,F005,F,escola,"[[185.92729391]
 [232.90450925]
 [236.97560837]
 [243.91952372]
 [248.18316189]]",229.58,22.46
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_002.wav,F005,F,escola,"[[180.63430477]
 [224.97092666]
 [230.2293728 ]
 [235.6107293 ]
 [235.6107293 ]]",221.41,20.77
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_003.wav,F005,F,escola,"[[181.68070865]
 [182.73317429]
 [226.27416998]
 [231.56307799]
 [236.97560837]
 [231.56307799]]",215.13,23.49
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_004.wav,F005,F,escola,"[[178.55954282]
 [222.38691517]
 [226.27416998]
 [234.25371135]
 [236.97560837]]",219.69,21.23
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_005.wav,F005,F,escola,"[[222.38691517]
 [230.2293728 ]
 [239.7291323 ]
 [245.33253515]]",234.42,8.8
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_006.wav,F005,F,escola,"[[177.53111553]
 [219.83258359]
 [222.38691517]
 [226.27416998]
 [227.58496291]]",214.72,18.8
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_007.wav,F005,F,escola,"[[180.63430477]
 [218.56644108]
 [221.10606079]
 [223.67518947]
 [228.90334919]]",214.58,17.31
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_008.wav,F005,F,escola,"[[209.90529671]
 [212.34427877]
 [214.81160044]
 [214.81160044]
 [218.56644108]]",214.09,2.89
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_009.wav,F005,F,escola,"[[205.11105311]
 [207.49432874]
 [208.69633116]
 [208.69633116]
 [208.69633116]
 [207.49432874]]",207.7,1.28
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F005_010.wav,F005,F,escola,"[[160.92687057]
 [160.        ]
 [160.        ]
 [160.        ]
 [159.07846781]
 [160.92687057]]",160.16,0.64
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_001.wav,F006,F,escola,"[[182.73317429]
 [181.68070865]
 [217.30759101]
 [230.2293728 ]]",202.99,21.28
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_002.wav,F006,F,escola,"[[193.59905428]
 [195.84856693]
 [187.00435977]
 [185.92729391]
 [191.37537948]
 [192.48400577]
 [193.59905428]
 [192.48400577]
 [188.08766501]]",191.16,3.19
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_003.wav,F006,F,escola,"[[199.27193958]
 [199.27193958]
 [203.92970037]
 [190.2731384 ]
 [189.17724576]
 [188.08766501]
 [192.48400577]
 [193.59905428]
 [193.59905428]
 [194.72056219]
 [193.59905428]
 [196.98310614]]",194.58,4.42
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_004.wav,F006,F,escola,"[[205.11105311]
 [189.17724576]
 [187.00435977]
 [187.00435977]
 [188.08766501]
 [189.17724576]
 [190.2731384 ]
 [190.2731384 ]
 [190.2731384 ]
 [191.37537948]
 [191.37537948]]",190.83,4.75
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_005.wav,F006,F,escola,"[[192.48400577]
 [190.2731384 ]
 [190.2731384 ]
 [190.2731384 ]
 [191.37537948]
 [192.48400577]
 [192.48400577]
 [191.37537948]
 [191.37537948]
 [190.2731384 ]
 [200.42631018]]",192.1,2.77
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_006.wav,F006,F,escola,"[[198.12421766]
 [188.08766501]
 [187.00435977]
 [185.92729391]
 [187.00435977]
 [188.08766501]
 [188.08766501]
 [188.08766501]
 [185.92729391]
 [184.8564315 ]
 [192.48400577]]",188.52,3.57
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_007.wav,F006,F,escola,"[[188.08766501]
 [187.00435977]
 [189.17724576]
 [187.00435977]
 [187.00435977]
 [185.92729391]
 [187.00435977]
 [187.00435977]
 [184.8564315 ]
 [183.7917368 ]]",186.69,1.45
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_008.wav,F006,F,escola,"[[189.17724576]
 [189.17724576]
 [193.59905428]
 [188.08766501]
 [185.92729391]
 [187.00435977]
 [187.00435977]
 [187.00435977]
 [188.08766501]
 [187.00435977]
 [188.08766501]]",188.2,1.95
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_009.wav,F006,F,escola,"[[192.48400577]
 [191.37537948]
 [194.72056219]
 [189.17724576]
 [188.08766501]
 [189.17724576]
 [188.08766501]
 [187.00435977]
 [187.00435977]
 [187.00435977]
 [185.92729391]
 [193.59905428]]",189.47,2.77
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F006_010.wav,F006,F,escola,"[[187.00435977]
 [181.68070865]
 [184.8564315 ]
 [180.63430477]
 [176.50861155]
 [173.47629925]
 [173.47629925]
 [175.49199675]
 [177.53111553]
 [177.53111553]]",178.82,4.38
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_001.wav,F007,F,escola,"[[190.2731384 ]
 [188.08766501]
 [187.00435977]
 [189.17724576]
 [191.37537948]
 [193.59905428]
 [194.72056219]
 [194.72056219]
 [194.72056219]
 [195.84856693]
 [199.27193958]]",192.62,3.57
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_002.wav,F007,F,escola,"[[214.81160044]
 [214.81160044]
 [181.68070865]
 [179.59392773]
 [177.53111553]
 [178.55954282]
 [181.68070865]
 [182.73317429]
 [182.73317429]
 [182.73317429]
 [187.00435977]
 [195.84856693]]",188.31,12.69
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_003.wav,F007,F,escola,"[[208.69633116]
 [208.69633116]
 [209.90529671]
 [188.08766501]
 [184.8564315 ]
 [183.7917368 ]
 [182.73317429]
 [182.73317429]
 [183.7917368 ]
 [184.8564315 ]
 [184.8564315 ]
 [184.8564315 ]
 [183.7917368 ]
 [184.8564315 ]
 [192.48400577]]",189.93,9.86
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_004.wav,F007,F,escola,"[[183.7917368 ]
 [181.68070865]
 [180.63430477]
 [180.63430477]
 [181.68070865]
 [181.68070865]
 [182.73317429]
 [183.7917368 ]
 [182.73317429]
 [184.8564315 ]]",182.42,1.34
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_005.wav,F007,F,escola,"[[219.83258359]
 [183.7917368 ]
 [181.68070865]
 [180.63430477]
 [179.59392773]
 [178.55954282]
 [177.53111553]
 [177.53111553]
 [177.53111553]
 [177.53111553]
 [179.59392773]
 [183.7917368 ]
 [190.2731384 ]
 [192.48400577]]",184.31,10.84
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_006.wav,F007,F,escola,"[[180.63430477]
 [177.53111553]
 [176.50861155]
 [176.50861155]
 [177.53111553]
 [178.55954282]
 [178.55954282]
 [178.55954282]
 [179.59392773]
 [180.63430477]
 [183.7917368 ]
 [191.37537948]]",179.98,3.95
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_007.wav,F007,F,escola,"[[230.2293728 ]
 [230.2293728 ]
 [230.2293728 ]
 [230.2293728 ]
 [182.73317429]
 [179.59392773]
 [178.55954282]
 [177.53111553]
 [178.55954282]
 [179.59392773]
 [179.59392773]
 [179.59392773]
 [180.63430477]
 [182.73317429]]",194.29,22.77
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_008.wav,F007,F,escola,"[[238.3483941 ]
 [236.97560837]
 [239.7291323 ]
 [183.7917368 ]
 [182.73317429]
 [182.73317429]
 [180.63430477]
 [179.59392773]
 [180.63430477]
 [180.63430477]
 [179.59392773]
 [180.63430477]
 [181.68070865]
 [184.8564315 ]]",193.76,23.34
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_009.wav,F007,F,escola,"[[236.97560837]
 [188.08766501]
 [187.00435977]
 [185.92729391]
 [185.92729391]
 [187.00435977]
 [187.00435977]
 [185.92729391]
 [185.92729391]
 [183.7917368 ]
 [182.73317429]
 [187.00435977]
 [192.48400577]]",190.45,13.61
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F007_010.wav,F007,F,escola,"[[86.73814962]
 [86.73814962]]",86.74,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_001.wav,F008,F,escola,"[[199.27193958]
 [198.12421766]
 [198.12421766]
 [242.51465064]
 [252.52132715]]",218.11,24.22
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_002.wav,F008,F,escola,"[[190.2731384 ]
 [190.2731384 ]
 [191.37537948]
 [217.30759101]
 [218.56644108]
 [224.97092666]
 [227.58496291]]",208.62,15.91
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_003.wav,F008,F,escola,"[[218.56644108]
 [218.56644108]
 [188.08766501]
 [189.17724576]
 [191.37537948]
 [193.59905428]
 [212.34427877]
 [214.81160044]
 [216.05599139]
 [221.10606079]
 [222.38691517]]",207.83,13.37
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_004.wav,F008,F,escola,"[[208.69633116]
 [193.59905428]
 [200.42631018]
 [216.05599139]
 [218.56644108]
 [221.10606079]
 [224.97092666]]",211.92,10.65
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_005.wav,F008,F,escola,"[[194.72056219]
 [193.59905428]
 [193.59905428]
 [194.72056219]
 [198.12421766]
 [212.34427877]
 [214.81160044]
 [218.56644108]
 [222.38691517]]",204.76,11.33
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_006.wav,F008,F,escola,"[[192.48400577]
 [191.37537948]
 [191.37537948]
 [212.34427877]
 [214.81160044]
 [219.83258359]
 [221.10606079]]",206.19,12.8
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_007.wav,F008,F,escola,"[[190.2731384 ]
 [191.37537948]
 [192.48400577]
 [221.10606079]
 [224.97092666]
 [230.2293728 ]
 [231.56307799]]",211.71,17.9
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_008.wav,F008,F,escola,"[[190.2731384 ]
 [189.17724576]
 [191.37537948]
 [221.10606079]
 [222.38691517]
 [226.27416998]
 [226.27416998]]",209.55,16.8
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_009.wav,F008,F,escola,"[[195.84856693]
 [194.72056219]
 [194.72056219]
 [226.27416998]
 [230.2293728 ]
 [235.6107293 ]
 [232.90450925]]",215.76,18.09
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F008_010.wav,F008,F,escola,"[[177.53111553]
 [189.17724576]
 [193.59905428]
 [195.84856693]]",189.04,7.06
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_001.wav,F009,F,escola,"[[190.2731384 ]
 [189.17724576]
 [189.17724576]
 [189.17724576]
 [191.37537948]
 [212.34427877]
 [223.67518947]
 [227.58496291]]",201.6,15.71
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_002.wav,F009,F,escola,"[[188.08766501]
 [187.00435977]
 [187.00435977]
 [198.12421766]
 [200.42631018]
 [219.83258359]
 [224.97092666]]",200.78,14.62
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_003.wav,F009,F,escola,"[[183.7917368 ]
 [182.73317429]
 [181.68070865]
 [181.68070865]
 [207.49432874]
 [216.05599139]
 [217.30759101]]",195.82,15.69
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_004.wav,F009,F,escola,"[[183.7917368 ]
 [182.73317429]
 [181.68070865]
 [182.73317429]
 [183.7917368 ]
 [187.00435977]
 [190.2731384 ]
 [222.38691517]
 [227.58496291]]",193.55,17.03
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_005.wav,F009,F,escola,"[[188.08766501]
 [187.00435977]
 [185.92729391]
 [185.92729391]
 [199.27193958]
 [201.58736798]
 [218.56644108]
 [224.97092666]
 [221.10606079]]",201.38,15.3
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_006.wav,F009,F,escola,"[[189.17724576]
 [188.08766501]
 [188.08766501]
 [189.17724576]
 [223.67518947]
 [235.6107293 ]
 [230.2293728 ]]",206.29,20.64
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_007.wav,F009,F,escola,"[[187.00435977]
 [185.92729391]
 [185.92729391]
 [187.00435977]
 [212.34427877]
 [221.10606079]
 [222.38691517]
 [217.30759101]]",202.38,16.15
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_008.wav,F009,F,escola,"[[189.17724576]
 [188.08766501]
 [188.08766501]
 [189.17724576]
 [208.69633116]
 [211.12126572]
 [218.56644108]
 [223.67518947]
 [223.67518947]]",204.47,14.92
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_009.wav,F009,F,escola,"[[190.2731384 ]
 [189.17724576]
 [189.17724576]
 [189.17724576]
 [227.58496291]
 [236.97560837]
 [236.97560837]]",208.48,22.16
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F009_010.wav,F009,F,escola,"[[172.47714929]
 [170.49608026]
 [168.53776575]
 [170.49608026]
 [171.48375401]
 [174.48123723]
 [177.53111553]
 [177.53111553]
 [178.55954282]]",173.51,3.45
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_001.wav,F010,F,escola,"[[216.05599139]
 [218.56644108]
 [165.64238781]
 [164.68835786]
 [170.49608026]
 [170.49608026]
 [172.47714929]
 [177.53111553]]",181.99,20.73
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_002.wav,F010,F,escola,"[[194.72056219]
 [195.84856693]
 [199.27193958]
 [201.58736798]
 [164.68835786]
 [163.73982272]
 [164.68835786]
 [173.47629925]
 [174.48123723]
 [175.49199675]
 [175.49199675]]",180.32,13.98
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_003.wav,F010,F,escola,"[[191.37537948]
 [192.48400577]
 [192.48400577]
 [194.72056219]
 [162.79675074]
 [160.92687057]
 [160.        ]
 [160.92687057]
 [161.85911045]
 [174.48123723]]",175.21,14.87
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_004.wav,F010,F,escola,"[[198.12421766]
 [196.98310614]
 [199.27193958]
 [160.92687057]
 [161.85911045]
 [163.73982272]
 [164.68835786]
 [165.64238781]
 [167.56705965]
 [169.5140951 ]
 [170.49608026]
 [173.47629925]
 [177.53111553]
 [174.48123723]]",174.59,13.12
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_005.wav,F010,F,escola,"[[196.98310614]
 [198.12421766]
 [202.75515173]
 [163.73982272]
 [162.79675074]
 [163.73982272]
 [163.73982272]
 [163.73982272]
 [173.47629925]
 [175.49199675]
 [178.55954282]
 [182.73317429]
 [180.63430477]]",177.42,13.8
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_006.wav,F010,F,escola,"[[163.73982272]
 [162.79675074]
 [162.79675074]
 [161.85911045]
 [164.68835786]
 [166.60194441]
 [168.53776575]
 [169.5140951 ]
 [171.48375401]
 [176.50861155]]",166.85,4.44
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_007.wav,F010,F,escola,"[[211.12126572]
 [214.81160044]
 [166.60194441]
 [164.68835786]
 [163.73982272]
 [165.64238781]
 [167.56705965]
 [169.5140951 ]
 [171.48375401]
 [172.47714929]
 [174.48123723]
 [176.50861155]
 [175.49199675]]",176.47,16.08
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_008.wav,F010,F,escola,"[[207.49432874]
 [208.69633116]
 [212.34427877]
 [164.68835786]
 [163.73982272]
 [162.79675074]
 [163.73982272]
 [166.60194441]
 [168.53776575]
 [170.49608026]
 [172.47714929]
 [177.53111553]
 [180.63430477]]",178.44,17.8
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_009.wav,F010,F,escola,"[[206.29924935]
 [207.49432874]
 [165.64238781]
 [165.64238781]
 [167.56705965]
 [169.5140951 ]
 [172.47714929]
 [182.73317429]
 [184.8564315 ]
 [188.08766501]]",181.03,15.06
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F010_010.wav,F010,F,escola,"[[194.72056219]
 [194.72056219]
 [140.90653978]
 [140.90653978]
 [140.90653978]
 [142.5437949 ]]",159.12,25.18
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F011_001.wav,F011,F,escola,"[[230.2293728 ]
 [228.90334919]
 [228.90334919]
 [216.05599139]
 [216.05599139]
 [217.30759101]
 [219.83258359]
 [222.38691517]
 [224.97092666]
 [227.58496291]
 [228.90334919]
 [232.90450925]
 [235.6107293 ]
 [239.7291323 ]
 [243.91952372]]",227.55,8.1
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F011_002.wav,F011,F,escola,"[[227.58496291]
 [221.10606079]
 [221.10606079]
 [221.10606079]
 [221.10606079]
 [222.38691517]
 [222.38691517]
 [222.38691517]
 [222.38691517]
 [223.67518947]
 [226.27416998]
 [226.27416998]
 [228.90334919]]",223.59,2.62
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/escola_F011_003.wav,F011,F,escola,"[[230.2293728 ]
 [228.90334919]
 [221.10606079]
 [219.83258359]
 [218.56644108]
 [218.56644108]
 [219.83258359]
 [221.10606079]
 [221.10606079]
 [219.83258359]
 [219.83258359]
 [219.83258359]
 [221.10606079]
 [224.97092666]
 [227.58496291]]",222.16,3.7
