filepaths,users,genders,words,f0_prob,f0_mean,f0_std
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M012_010.wav,M012,M,faculdade,"[[101.47982134]
 [101.82197767]
 [102.02165536]
 [102.0169306 ]
 [102.53832136]
 [103.19125032]
 [113.54695589]
 [112.03339054]
 [110.20636763]
 [108.38533811]
 [ 91.80301841]
 [ 91.65296066]
 [ 91.07131251]
 [ 89.98490385]
 [ 88.58851103]
 [ 87.1445131 ]
 [ 85.504251  ]
 [ 83.69919111]
 [ 82.3581515 ]
 [ 82.0945303 ]
 [ 82.20155928]
 [ 82.24690338]]",95.25,10.42
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_001.wav,M013,M,faculdade,"[[141.52148712]
 [139.98572639]
 [139.0214425 ]
 [138.22704537]
 [137.88093102]
 [137.65251009]
 [137.35761635]
 [146.9938681 ]
 [145.19422249]
 [142.63234678]
 [139.48140373]
 [133.92732382]
 [131.23387072]
 [129.74232358]
 [124.14548527]
 [122.57516033]
 [116.89973909]
 [111.8950047 ]
 [111.10953551]
 [110.56389039]
 [110.04508303]
 [109.54780225]
 [109.10323772]
 [108.67598463]
 [107.66861665]
 [106.95403014]
 [106.20138496]
 [105.63037913]
 [105.32449448]
 [105.32756489]
 [105.23757658]
 [105.3236405 ]
 [105.46428905]
 [105.44123649]
 [105.01244581]]",121.11,15.18
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_002.wav,M013,M,faculdade,"[[120.55967129]
 [119.27482094]
 [118.43645083]
 [118.1984364 ]
 [118.09992944]
 [118.25772511]
 [129.83717932]
 [128.75602207]
 [127.01248553]
 [124.94037651]
 [123.65792655]
 [122.67704724]
 [121.62222902]
 [121.05417475]
 [120.57618992]
 [120.19095982]
 [119.60757708]
 [119.06222729]
 [118.89493455]
 [118.51518147]
 [118.47419054]
 [112.12707967]
 [111.31616509]
 [110.25939503]
 [109.57789238]
 [109.64308926]
 [110.02263073]
 [110.08443408]]",118.6,5.61
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_003.wav,M013,M,faculdade,"[[122.68049729]
 [121.95489612]
 [120.60008355]
 [119.94679221]
 [119.25026679]
 [119.1905792 ]
 [124.76164481]
 [123.81900773]
 [122.06265921]
 [120.32225204]
 [119.05840382]
 [117.98410625]
 [117.03229893]
 [116.57426939]
 [115.92784305]
 [115.76992959]
 [115.58491763]
 [115.33777513]
 [114.28243367]
 [115.2754764 ]
 [113.23945871]
 [111.85214144]
 [110.2410942 ]
 [108.84573182]
 [107.69357235]
 [106.95329433]
 [106.60659253]
 [106.37029992]
 [105.85439938]
 [105.03666363]
 [104.48714695]
 [104.13411879]
 [104.74370765]
 [107.21414941]]",114.14,6.36
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_004.wav,M013,M,faculdade,"[[126.53400431]
 [124.27317887]
 [122.86457275]
 [121.20670034]
 [119.36385551]
 [117.14641307]
 [129.02151254]
 [127.72262885]
 [125.16725536]
 [123.50522868]
 [122.26395548]
 [120.78799464]
 [119.97306128]
 [119.72830072]
 [119.69109956]
 [119.78147679]
 [120.02719865]
 [120.43616911]
 [121.27170736]
 [122.65164485]
 [122.90371225]
 [122.117717  ]
 [116.50267102]
 [115.44268901]]",121.68,3.24
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_005.wav,M013,M,faculdade,"[[123.92132209]
 [122.8009113 ]
 [121.45548313]
 [120.07537994]
 [119.08719673]
 [118.28341759]
 [118.17779988]
 [118.13816199]
 [125.62151636]
 [123.96826467]
 [122.06944533]
 [120.45823155]
 [119.94395123]
 [119.67333784]
 [119.49727748]
 [119.28816606]
 [118.93663138]
 [118.50124712]
 [117.13186245]
 [117.32499605]
 [116.592051  ]
 [115.15642792]
 [110.18042329]
 [108.92041892]
 [107.64750379]
 [106.75020271]
 [105.90414311]
 [104.7797844 ]
 [103.6254032 ]
 [102.67310048]
 [101.76979596]
 [101.19905888]]",115.3,7.22
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_006.wav,M013,M,faculdade,"[[124.52529519]
 [123.16610976]
 [121.80105225]
 [119.94365539]
 [118.33249778]
 [117.09366579]
 [123.62789444]
 [122.50240612]
 [121.17348486]
 [120.24654497]
 [119.57237758]
 [119.19212746]
 [118.64277517]
 [118.458825  ]
 [118.0783659 ]
 [117.85128357]
 [117.17819258]
 [116.69107619]
 [114.98456335]
 [113.38180915]
 [111.77706096]
 [110.07484642]
 [108.50965834]
 [107.26378897]
 [106.26510456]
 [105.63019653]
 [106.04860628]
 [106.31380029]]",116.01,5.85
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_007.wav,M013,M,faculdade,"[[125.42775413]
 [123.71237313]
 [122.57216252]
 [121.37384999]
 [119.88559339]
 [119.08306101]
 [118.98440781]
 [119.70502916]
 [124.57125556]
 [123.20975783]
 [121.8785358 ]
 [120.53000248]
 [119.42273348]
 [118.22015657]
 [117.06274003]
 [116.44977726]
 [115.76699552]
 [115.54305967]
 [114.76694718]
 [113.37880005]
 [114.05325934]
 [112.27871116]
 [111.00827496]
 [110.05856812]
 [109.69420924]
 [109.67812195]
 [109.76836993]
 [109.64080139]
 [109.58499885]
 [109.1279743 ]
 [107.8988948 ]
 [105.30354941]
 [103.9654474 ]]",115.56,5.82
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_008.wav,M013,M,faculdade,"[[124.66735267]
 [123.62547394]
 [122.90899789]
 [122.20803017]
 [121.40225476]
 [120.40510526]
 [119.26458181]
 [123.62841048]
 [122.88996559]
 [121.98673458]
 [120.6976851 ]
 [119.64101113]
 [119.01738253]
 [119.14868141]
 [119.33495938]
 [118.88726251]
 [120.2360257 ]
 [117.42252329]
 [116.42486044]
 [115.00566679]
 [113.22910492]
 [111.3755699 ]
 [109.8596591 ]
 [108.60116412]
 [107.54432235]
 [106.69880244]
 [106.19691913]
 [105.72383382]
 [105.11592219]
 [104.59146906]
 [104.25866325]
 [104.04443915]
 [104.28309285]
 [123.94942123]
 [120.08805147]]",115.55,7.04
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_009.wav,M013,M,faculdade,"[[131.03354433]
 [129.04085683]
 [124.38276948]
 [123.47621716]
 [122.78649579]
 [121.66547947]
 [120.04565902]
 [118.93842837]
 [117.74251049]
 [131.08219223]
 [129.61007808]
 [128.3734164 ]
 [126.1693056 ]
 [124.4179528 ]
 [123.15540002]
 [121.73018381]
 [120.40851717]
 [119.66313135]
 [119.16512378]
 [119.01339889]
 [118.95796115]
 [118.74541153]
 [118.35083213]
 [117.52842731]
 [113.32464817]
 [111.8668794 ]
 [111.34115732]
 [110.96988032]
 [110.27814965]]",120.8,5.77
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M013_010.wav,M013,M,faculdade,"[[128.37845564]
 [127.29328007]
 [125.27917538]
 [123.52953232]
 [122.27257928]
 [120.12091445]
 [118.47958175]
 [124.93256645]
 [124.20397452]
 [123.33696835]
 [122.38520437]
 [121.33041096]
 [120.4185048 ]
 [119.37177575]
 [118.91095991]
 [118.4248514 ]
 [118.07354066]
 [117.95105594]]",121.93,3.14
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_001.wav,M014,M,faculdade,"[[131.32038275]
 [132.63076924]
 [134.31748016]
 [136.07445899]
 [137.11658974]
 [136.96020292]
 [136.06916892]
 [144.81608056]
 [143.41760088]
 [140.46132866]
 [105.9573847 ]
 [104.56114131]
 [103.57330852]
 [102.80189765]
 [101.86825328]
 [100.98028813]
 [100.17710065]
 [ 99.35000259]
 [ 98.9056568 ]
 [ 98.65184219]
 [ 98.20095871]
 [ 98.08636723]
 [ 98.24698595]
 [ 99.70321878]
 [101.92973922]
 [129.77488884]
 [131.0561165 ]
 [132.3358416 ]
 [134.02675858]
 [135.37012418]
 [136.21722077]
 [136.84506099]]",119.43,17.76
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_002.wav,M014,M,faculdade,"[[121.58962637]
 [122.49931544]
 [123.77792379]
 [125.51149681]
 [126.58458722]
 [127.01234294]
 [126.65911551]
 [129.93199378]
 [128.57252506]
 [126.89786186]
 [101.25814752]
 [ 99.95632328]
 [ 98.98642792]
 [ 98.40055922]
 [ 98.07991916]
 [ 97.72280623]
 [ 97.0206097 ]
 [ 96.32234095]
 [ 95.95335353]
 [ 95.82617799]
 [ 95.91014749]
 [ 96.00473498]
 [ 96.56883141]
 [ 97.18150275]
 [ 97.91646098]
 [ 98.42898462]
 [ 99.00784248]
 [127.43141097]
 [128.7837033 ]
 [130.4544556 ]
 [131.19128703]
 [131.99060264]]",111.54,14.94
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_003.wav,M014,M,faculdade,"[[121.10887532]
 [121.96402052]
 [123.20198747]
 [124.74427077]
 [126.51715764]
 [127.33760006]
 [127.51724942]
 [139.13318749]
 [138.57348605]
 [136.97937566]
 [134.38486412]
 [106.40042812]
 [104.05574306]
 [100.66194544]
 [100.48037537]
 [100.4500475 ]
 [100.28107017]
 [100.33383949]
 [100.78624859]
 [101.23130988]
 [101.72459985]
 [102.45176   ]
 [102.88968401]
 [103.3647294 ]
 [103.14372783]
 [129.31053795]
 [129.32136589]
 [129.59544997]]",115.64,14.27
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_004.wav,M014,M,faculdade,"[[119.96709349]
 [120.67255769]
 [122.01851451]
 [124.10506847]
 [126.17451466]
 [127.6114425 ]
 [128.57785585]
 [128.80820641]
 [145.34435274]
 [144.30416597]
 [143.15570069]
 [141.09422565]
 [138.9145967 ]
 [137.09322224]
 [ 51.61938919]
 [ 50.71701816]
 [ 50.96996606]
 [ 50.63691772]
 [ 50.36226133]
 [ 49.60887436]
 [ 49.64269474]
 [ 49.22597831]
 [ 49.13144024]
 [ 49.04306771]
 [ 49.456675  ]
 [ 51.18622386]
 [ 52.18028259]
 [ 52.41399455]
 [ 53.01462119]
 [ 53.24499542]
 [ 53.43085564]
 [124.87985487]
 [125.39932089]
 [126.40849798]
 [128.62376457]
 [130.27437056]
 [131.56762599]]",94.08,40.2
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_005.wav,M014,M,faculdade,"[[119.4192181 ]
 [119.93003044]
 [120.39414111]
 [121.63362695]
 [122.87175548]
 [123.78611049]
 [124.51137295]
 [124.745124  ]
 [124.49922518]
 [133.274201  ]
 [131.33554715]
 [129.50682899]
 [126.67353973]
 [124.31063295]
 [122.95472695]
 [103.05343332]
 [101.54307852]
 [100.17113598]
 [ 99.20121926]
 [ 98.42426246]
 [ 97.96448995]
 [ 97.71455763]
 [ 97.38006954]
 [ 96.82343653]
 [ 96.28101691]
 [ 96.25784629]
 [ 96.55733966]
 [ 97.36104654]
 [104.66739708]]",112.18,13.33
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_006.wav,M014,M,faculdade,"[[118.65498107]
 [118.69534484]
 [119.28751979]
 [120.86722466]
 [123.09925501]
 [125.41172103]
 [127.24905415]
 [127.86776962]
 [135.98783702]
 [104.19018913]
 [103.85399679]
 [102.52930602]
 [101.47206329]
 [100.75593441]
 [100.06619925]
 [ 99.42293312]
 [ 98.76187562]
 [ 98.29135363]
 [ 98.11929849]
 [ 98.09607506]
 [ 98.21159109]
 [ 98.25404918]
 [ 98.15060617]
 [ 98.09048121]
 [ 98.28091448]
 [ 98.74033854]
 [ 99.65227424]
 [101.00604788]
 [102.70721784]
 [103.76346481]
 [132.11640708]
 [133.28429035]
 [134.94297313]
 [135.98572243]
 [136.70781111]
 [137.83784554]
 [138.5960445 ]
 [139.61155299]]",113.38,15.63
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_007.wav,M014,M,faculdade,"[[126.07062548]
 [126.91935973]
 [128.41222651]
 [129.85234347]
 [131.05916081]
 [132.73754526]
 [134.05124295]
 [134.06151918]
 [133.36897934]
 [124.08994673]
 [123.41009704]
 [122.51798728]
 [121.25928353]
 [119.71938255]
 [109.10955539]
 [107.88154377]
 [106.79039503]
 [105.16181643]
 [103.36018204]
 [101.42390966]
 [ 99.96720641]
 [ 99.05382678]
 [ 98.61429182]
 [ 98.46721939]
 [ 97.93130395]
 [ 97.41532511]
 [ 97.17362028]
 [ 97.35702518]
 [ 97.5607478 ]
 [ 97.78378532]
 [ 98.13029496]
 [ 98.72578589]
 [ 99.71003857]
 [100.4166777 ]
 [101.14409915]
 [101.88069978]
 [102.70806347]
 [103.1720753 ]
 [103.34044311]
 [127.95791458]
 [139.76699428]]",111.7,14.07
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_008.wav,M014,M,faculdade,"[[131.36102991]
 [132.08429787]
 [133.03424887]
 [134.25751037]
 [135.53433259]
 [136.13054624]
 [136.38347468]
 [135.80859987]
 [135.4184877 ]
 [123.76656382]
 [122.40965583]
 [116.78185312]
 [115.01323245]
 [ 98.54957435]
 [ 98.49295005]
 [ 98.35656623]
 [ 98.39333065]
 [ 98.37086448]
 [ 98.25863991]
 [ 98.10256425]
 [ 97.88166753]
 [ 97.62838438]
 [ 97.39646646]
 [ 97.28472978]
 [ 97.36332349]
 [ 97.81089611]
 [ 98.56354181]
 [ 99.91805245]
 [101.4402311 ]
 [102.86418969]
 [103.75677243]
 [130.59944347]
 [130.95732609]]",113.03,16.19
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_009.wav,M014,M,faculdade,"[[129.27085473]
 [130.12904099]
 [130.93462633]
 [132.2740805 ]
 [133.70824123]
 [134.95327071]
 [135.35360044]
 [134.91803138]
 [108.69250434]
 [100.9726207 ]
 [100.49623289]
 [100.28247131]
 [ 99.95599183]
 [ 99.567668  ]
 [ 99.30864977]
 [ 98.88042167]
 [ 98.46455854]
 [ 98.14323204]
 [ 97.94551323]
 [ 97.82974831]
 [ 97.80322766]
 [ 97.820633  ]
 [ 97.91192357]
 [ 97.98529297]
 [ 98.17421591]
 [ 98.64176709]
 [ 99.46264742]
 [100.54663122]
 [101.66066865]
 [102.49646762]
 [128.50644434]
 [130.05673621]
 [131.53478801]
 [132.94347435]
 [137.59941257]
 [139.42181875]
 [141.19916849]
 [142.26203579]
 [143.13588883]]",114.9,17.66
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M014_010.wav,M014,M,faculdade,"[[125.05010923]
 [126.00778718]
 [128.12526889]
 [130.11409617]
 [131.56667757]
 [132.84348617]
 [133.45923554]
 [133.41149677]
 [132.89348582]
 [ 98.92495794]
 [ 97.96280053]
 [ 97.40846028]
 [ 97.24006529]
 [ 97.32893292]
 [ 97.36921841]
 [ 97.43886503]
 [ 97.46754534]
 [ 97.68000885]
 [ 97.93226114]
 [ 98.06011547]
 [ 98.15367393]
 [ 98.24122417]
 [ 98.39958747]
 [ 98.69450736]
 [ 99.07643461]
 [ 99.33504766]
 [ 99.64782587]
 [ 99.84349328]
 [ 99.58477895]
 [137.38461585]
 [138.49424215]
 [139.81683995]
 [143.1742619 ]
 [143.78171389]
 [144.08044372]
 [142.99943664]]",114.69,18.81
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_001.wav,M015,M,faculdade,"[[125.76841232]
 [124.57208645]
 [123.54316203]
 [122.29752393]
 [142.56804907]
 [141.60497917]
 [141.1785083 ]
 [108.83901547]
 [107.2263939 ]
 [105.95989657]
 [104.75758345]
 [103.88609571]
 [103.3974309 ]
 [102.96486281]
 [102.56599371]
 [102.13169258]]",116.45,14.71
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_002.wav,M015,M,faculdade,"[[123.61363716]
 [121.78609033]
 [119.28770617]
 [117.28937901]
 [116.22923887]
 [104.12029072]
 [102.66068193]
 [101.63884849]
 [101.00265052]
 [101.0239301 ]
 [102.82911259]
 [104.61480398]
 [105.53669322]
 [106.59416016]]",109.16,8.13
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_003.wav,M015,M,faculdade,"[[120.34232578]
 [119.86640186]
 [119.26518927]
 [137.46623398]
 [107.2438684 ]
 [105.32274519]
 [104.03533022]
 [103.23329374]
 [102.67846897]
 [102.59811465]
 [102.90100425]]",111.36,10.85
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_004.wav,M015,M,faculdade,"[[120.34231162]
 [119.86638147]
 [119.26514373]
 [137.46623953]
 [107.2439007 ]
 [105.32273581]
 [104.03533124]
 [103.23331045]
 [102.6784349 ]
 [102.59800792]
 [102.90093587]]",111.36,10.85
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_005.wav,M015,M,faculdade,"[[123.53547177]
 [122.77835247]
 [121.75323535]
 [120.2660314 ]
 [139.52398168]
 [138.75343494]
 [137.992404  ]
 [136.60253282]
 [134.77048198]
 [133.41690656]
 [123.03736558]
 [106.96989747]
 [104.65720516]
 [103.38152833]
 [103.17894498]]",123.37,13.06
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_006.wav,M015,M,faculdade,"[[123.8512556 ]
 [122.70414418]
 [121.30273202]
 [120.00117879]
 [119.03375291]
 [136.96411938]
 [135.75492882]
 [133.76878886]
 [132.33553554]
 [123.49641894]
 [122.91243785]
 [109.40034927]
 [107.55312243]
 [105.39280864]
 [103.29993138]
 [102.56256158]
 [102.29112032]
 [102.59871192]
 [103.06063726]]",117.28,12.03
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_007.wav,M015,M,faculdade,"[[127.84524581]
 [127.00907462]
 [125.31393409]
 [123.75175602]
 [121.87962955]
 [140.51851006]
 [140.06524749]
 [139.22401925]
 [138.30650957]
 [137.13992931]
 [108.25217501]
 [106.26827077]
 [104.78492249]
 [104.04133988]
 [103.95640644]]",123.22,13.89
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_008.wav,M015,M,faculdade,"[[128.4546793 ]
 [127.08958733]
 [124.86838282]
 [123.20813298]
 [121.84698457]
 [120.49501599]
 [140.3099768 ]
 [138.90636268]
 [138.01515889]
 [116.01181566]
 [113.97535788]
 [111.55561685]
 [109.20843338]
 [107.33402673]
 [105.1425687 ]
 [103.57337525]
 [102.89748804]]",119.58,11.97
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_009.wav,M015,M,faculdade,"[[124.28128791]
 [123.52484872]
 [122.75915084]
 [121.76601873]
 [120.9314508 ]
 [143.6170432 ]
 [143.50737565]
 [143.01398974]
 [141.62929341]
 [108.01601865]
 [105.7995214 ]
 [104.02154488]
 [103.30100353]
 [102.73693209]
 [102.95200089]
 [103.44056866]
 [106.81709129]]",118.95,15.43
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M015_010.wav,M015,M,faculdade,"[[123.24059544]
 [121.76711748]
 [120.20402003]
 [119.14494389]
 [139.38916284]
 [139.21855519]
 [138.42000734]
 [136.73895656]
 [130.27294387]
 [106.93760245]
 [105.84468558]
 [104.1244891 ]
 [103.36474491]
 [102.8301349 ]
 [102.22759767]]",119.58,14.12
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_001.wav,M016,M,faculdade,"[[142.36163947]
 [140.84810621]
 [139.82838127]
 [138.87855215]
 [115.12807192]
 [111.73456091]
 [111.63345147]]",128.63,13.76
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_002.wav,M016,M,faculdade,"[[128.82536698]
 [128.30153709]
 [127.50381206]
 [126.61516946]
 [125.74119735]
 [125.10579338]
 [123.97559905]
 [107.04312295]
 [105.8777807 ]
 [105.37962535]
 [105.18572051]
 [104.47360248]
 [103.43390634]
 [102.19857986]
 [ 98.83944188]]",114.57,11.43
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_003.wav,M016,M,faculdade,"[[122.14309012]
 [120.98230568]
 [119.61531112]
 [118.77365268]
 [117.57088153]
 [105.70573688]
 [105.1641092 ]
 [104.94999723]
 [104.69242948]
 [104.12917521]
 [103.6771039 ]
 [103.96249537]
 [105.69970665]
 [106.5449642 ]]",110.26,7.22
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_004.wav,M016,M,faculdade,"[[123.32529228]
 [122.59010965]
 [121.41771673]
 [120.20902762]
 [119.48296639]
 [118.39308336]
 [116.91830064]
 [115.41447757]
 [109.70103996]
 [108.12915428]
 [107.0649836 ]
 [106.61320316]
 [107.14803531]
 [108.49305241]
 [109.33316143]
 [110.24072859]]",114.03,6.04
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_005.wav,M016,M,faculdade,"[[123.55085057]
 [122.69950082]
 [121.8797724 ]
 [121.02914249]
 [124.04880545]
 [113.29666391]
 [112.37964738]
 [112.27986974]
 [112.52099952]
 [112.73343338]
 [112.73944564]
 [112.8209166 ]
 [113.36651739]
 [115.33138639]
 [116.78001285]]",116.5,4.54
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_006.wav,M016,M,faculdade,"[[137.04924638]
 [134.62025399]
 [131.75830065]
 [129.90804987]
 [127.53181682]
 [140.11472488]
 [138.14403973]
 [121.0258884 ]
 [119.51980027]
 [ 99.96263391]
 [104.58449282]
 [106.0815905 ]
 [107.13329464]]",122.88,13.65
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_007.wav,M016,M,faculdade,"[[137.04923748]
 [134.6202614 ]
 [131.75832169]
 [129.90808262]
 [127.53182948]
 [140.11474331]
 [138.14406372]
 [121.02587864]
 [119.51984533]
 [ 99.96264094]
 [104.5843298 ]
 [106.08159027]
 [107.13319118]]",122.88,13.65
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_008.wav,M016,M,faculdade,"[[128.1776514 ]
 [125.36883774]
 [124.05522602]
 [122.89445117]
 [121.40309864]
 [144.72807034]
 [143.67882781]
 [142.26783108]
 [119.50215156]
 [118.67320272]
 [117.67811815]
 [116.89304573]
 [116.57314286]
 [116.39175098]
 [116.0727831 ]
 [115.27812828]
 [113.25308898]
 [111.6013958 ]
 [111.09570736]
 [111.47661497]
 [112.02253785]]",121.39,10.15
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_009.wav,M016,M,faculdade,"[[133.10073815]
 [131.40691205]
 [129.74342665]
 [111.87956351]
 [110.2798157 ]
 [108.92862362]
 [107.34194849]
 [105.9637976 ]
 [104.60045485]
 [103.89514595]
 [103.30095789]
 [102.95885249]
 [102.87807599]
 [102.85839387]]",111.37,10.84
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M016_010.wav,M016,M,faculdade,"[[121.77430467]
 [139.14890961]
 [132.49686009]
 [130.27178642]
 [111.99911008]
 [111.4995277 ]
 [110.68975648]
 [109.65866126]
 [108.95064482]
 [108.34755378]
 [107.95757416]
 [108.21050054]
 [108.92651465]]",116.15,10.5
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M017_001.wav,M017,M,faculdade,"[[123.89916425]
 [122.82006533]
 [121.50407637]
 [119.84207582]
 [118.44840249]
 [116.95869109]
 [112.69407647]
 [112.71091324]
 [113.67440585]
 [110.42343743]
 [109.17004368]
 [107.66257647]
 [106.92171835]
 [103.7868158 ]
 [100.43942636]
 [ 99.99572822]]",112.56,7.4
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M017_002.wav,M017,M,faculdade,"[[126.55288562]
 [125.59595614]
 [124.45100966]
 [123.48559753]
 [122.90781327]
 [122.53944004]
 [121.95233123]
 [120.66545882]
 [118.86920714]
 [117.66671884]
 [116.06203229]
 [113.82905611]
 [111.5655417 ]
 [110.86408058]
 [ 52.17685302]
 [ 52.1730011 ]
 [ 51.88407211]]",107.84,26.2
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M017_003.wav,M017,M,faculdade,"[[127.97809967]
 [127.61617938]
 [126.98381545]
 [124.25198077]
 [122.98572371]
 [121.49849045]
 [119.80956692]
 [118.19224717]
 [117.05936032]
 [115.83233408]
 [111.43576671]
 [115.0351959 ]
 [115.19729331]
 [114.81608343]
 [112.02144137]
 [110.2346934 ]
 [109.08611154]
 [105.32943709]
 [103.83455398]
 [102.94849832]
 [101.52723029]
 [100.50005012]
 [100.46999073]
 [101.13465916]
 [101.25467714]
 [101.240902  ]
 [101.55694063]
 [101.32728759]]",111.83,9.26
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M017_004.wav,M017,M,faculdade,"[[127.1703985 ]
 [125.93751631]
 [124.51102181]
 [128.16477067]
 [127.60279568]
 [126.60271142]
 [126.06654475]
 [125.26508695]
 [124.32234462]
 [123.14603775]
 [122.07609942]
 [121.0604383 ]
 [119.70966969]
 [117.57032429]
 [115.87458682]
 [115.55903573]
 [114.65584516]
 [113.18710212]
 [110.53142976]
 [108.33882669]
 [106.89066976]
 [106.28447941]
 [106.25585322]
 [106.00571132]
 [105.12504005]
 [103.74692913]
 [102.58651249]
 [101.47664363]
 [100.95542259]
 [100.41083802]
 [ 99.37270201]
 [ 98.16017054]
 [ 96.80498307]]",113.68,10.24
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/faculdade_M017_005.wav,M017,M,faculdade,"[[431.25506912]
 [124.37762507]
 [122.76352515]
 [120.93207372]
 [119.4182456 ]
 [118.36640526]
 [117.1557677 ]
 [115.9504039 ]
 [114.5792581 ]
 [112.82101653]
 [110.84319365]
 [110.19867679]
 [110.4565936 ]
 [109.90913425]
 [108.79108949]
 [107.53147522]
 [105.0359602 ]
 [103.68048431]
 [ 98.85417324]
 [ 98.08035737]]",128.05,69.93
